event_id,schema_version,run_id,scenario,sequence_no,round_no,attempt_no,attack_type,target,payload,request_started_at,response_received_at,emitted_at,kafka_received_at,persisted_at,http_status,ground_truth_success,response_excerpt,error,dynamic_factor,impact,attack_complexity,risk_level,risk_score,kafka_topic,kafka_partition,kafka_offset,probe_latency_ms,pipeline_latency_ms,end_to_end_latency_ms
caf43733-21c9-4db2-978a-210b2f6c70ea,2,full-20260713-205716,baseline_no_waf,13,3,1,sql_injection,http://vuln-web:5000/search,' OR '1'='1,1783947480.181204,1783947480.190626,1783947480.1906571,1783947480.2027805,1783947480.2027843,200,1,"{""data"":[[""admin"",""administrator secret data""],[""guest"",""public guest data""]],""status"":""success""}
",,1,9.5,2.0,HIGH,8.9,evidence_topic,2,12,9.421825408935547,12.127161026000977,21.580219268798828
461a75ee-39b3-4165-b3ce-83f7d49e9496,2,full-20260713-205716,baseline_no_waf,14,3,1,xss_attack,http://vuln-web:5000/feedback,<script>alert(1)</script>,1783947481.20454,1783947481.2164755,1783947481.2165313,1783947481.2581093,1783947481.2581198,200,1,submitted feedback: <script>alert(1)</script>,,1,4.0,3.0,LOW,5.2,evidence_topic,2,13,11.93547248840332,41.588544845581055,53.57980728149414
063ba74c-6914-4272-92d7-fee62fc38532,2,full-20260713-205716,baseline_no_waf,15,3,1,padding_oracle,http://vuln-web:5000/crypto_check,00112233445566778899aabbccddeeff,1783947482.2528844,1783947482.2588348,1783947482.2589042,1783947482.283036,1783947482.2830405,500,1,"{""msg"":""Padding Error"",""status"":""fail""}
",,1,8.5,6.0,MEDIUM,6.7,evidence_topic,1,7,5.950450897216797,24.13630485534668,30.15613555908203
4c5c90f0-b65a-44e9-9a1e-d3390ffaa657,2,full-20260713-205716,baseline_no_waf,16,4,1,brute_force,http://vuln-web:5000/login,123456,1783947487.2826717,1783947487.2898834,1783947487.2900987,1783947487.2988384,1783947487.2988412,401,0,"{""msg"":""invalid credentials"",""status"":""fail""}
",,0,7.0,1.0,INFO,0.0,evidence_topic,2,14,7.2116851806640625,8.742570877075195,16.16954803466797
39c2f433-36f1-4739-b401-30141de9dee1,2,full-20260713-205716,baseline_no_waf,17,4,2,brute_force,http://vuln-web:5000/login,admin123,1783947487.2988253,1783947487.3080857,1783947487.3081093,1783947487.3196867,1783947487.3196902,200,1,"{""msg"":""login successful"",""status"":""success""}
",,1,7.0,1.0,MEDIUM,7.8,evidence_topic,2,15,9.260416030883789,11.580944061279297,20.86496353149414
6d0cabce-9a8b-4e98-83c7-47960aa3345c,2,full-20260713-205716,baseline_no_waf,18,4,1,sql_injection,http://vuln-web:5000/search,' OR '1'='1,1783947488.316972,1783947488.3280196,1783947488.3280602,1783947488.3396983,1783947488.3397021,200,1,"{""data"":[[""admin"",""administrator secret data""],[""guest"",""public guest data""]],""status"":""success""}
",,1,9.5,2.0,HIGH,8.9,evidence_topic,0,16,11.047601699829102,11.641979217529297,22.730112075805664
d10a8784-ef0b-4fa5-badf-05d17695a790,2,full-20260713-205716,baseline_no_waf,19,4,1,xss_attack,http://vuln-web:5000/feedback,<script>alert(1)</script>,1783947489.340091,1783947489.3476179,1783947489.347636,1783947489.3578758,1783947489.3578804,200,1,submitted feedback: <script>alert(1)</script>,,1,4.0,3.0,LOW,5.2,evidence_topic,0,17,7.526874542236328,10.244369506835938,17.789363861083984
34b9b894-318a-4fde-b741-1cc695db599a,2,full-20260713-205716,baseline_no_waf,20,4,1,padding_oracle,http://vuln-web:5000/crypto_check,00112233445566778899aabbccddeeff,1783947490.3592658,1783947490.370417,1783947490.370618,1783947490.3797948,1783947490.3798065,500,1,"{""msg"":""Padding Error"",""status"":""fail""}
",,1,8.5,6.0,MEDIUM,6.7,evidence_topic,1,10,11.151313781738281,9.188413619995117,20.540714263916016
04c298fd-e84d-4c33-bbdc-08a54f50e27a,2,full-20260713-205716,baseline_no_waf,21,5,1,brute_force,http://vuln-web:5000/login,123456,1783947495.3895376,1783947495.3982627,1783947495.3983,1783947495.418731,1783947495.4187381,401,0,"{""msg"":""invalid credentials"",""status"":""fail""}
",,0,7.0,1.0,INFO,0.0,evidence_topic,2,16,8.725166320800781,20.438194274902344,29.20055389404297
6dcd222f-ca11-4e82-a231-e1a445f1fe88,2,full-20260713-205716,baseline_no_waf,22,5,2,brute_force,http://vuln-web:5000/login,admin123,1783947495.416039,1783947495.4325135,1783947495.4325716,1783947495.4687965,1783947495.4688025,200,1,"{""msg"":""login successful"",""status"":""success""}
",,1,7.0,1.0,MEDIUM,7.8,evidence_topic,2,17,16.474485397338867,36.23080253601074,52.76346206665039
b3796835-d7ad-4c69-b820-9f550e34cebe,2,full-20260713-205716,baseline_no_waf,23,5,1,sql_injection,http://vuln-web:5000/search,' OR '1'='1,1783947496.4612541,1783947496.465745,1783947496.4657652,1783947496.479261,1783947496.4792647,200,1,"{""data"":[[""admin"",""administrator secret data""],[""guest"",""public guest data""]],""status"":""success""}
",,1,9.5,2.0,HIGH,8.9,evidence_topic,1,13,4.490852355957031,13.49949836730957,18.010616302490234
9651b692-f2a9-4e7d-bb75-027a1afba3b5,2,full-20260713-205716,baseline_no_waf,24,5,1,xss_attack,http://vuln-web:5000/feedback,<script>alert(1)</script>,1783947497.4803972,1783947497.4916153,1783947497.4916499,1783947497.5021157,1783947497.5021186,200,1,submitted feedback: <script>alert(1)</script>,,1,4.0,3.0,LOW,5.2,evidence_topic,1,14,11.218070983886719,10.468721389770508,21.721363067626953
6df40955-7b4b-44ac-9d33-2d246226c530,2,full-20260713-205716,baseline_no_waf,25,5,1,padding_oracle,http://vuln-web:5000/crypto_check,00112233445566778899aabbccddeeff,1783947498.5064757,1783947498.5248952,1783947498.5249782,1783947498.544655,1783947498.5446603,500,1,"{""msg"":""Padding Error"",""status"":""fail""}
",,1,8.5,6.0,MEDIUM,6.7,evidence_topic,2,18,18.419504165649414,19.68216896057129,38.18464279174805
0ac14077-20c6-4b1e-b82c-e3d8a2f7551a,2,full-20260713-205716,baseline_no_waf,26,6,1,brute_force,http://vuln-web:5000/login,123456,1783947503.544877,1783947503.6804433,1783947503.6804895,1783947504.0447927,1783947504.0448,401,0,"{""msg"":""invalid credentials"",""status"":""fail""}
",,0,7.0,1.0,INFO,0.0,evidence_topic,2,22,135.56623458862305,364.31050300598145,499.9229907989502
a6552281-4746-43a3-8d16-e2aab25a47d5,2,full-20260713-205716,baseline_no_waf,27,6,2,brute_force,http://vuln-web:5000/login,admin123,1783947503.8838344,1783947504.147482,1783947504.147525,1783947504.204875,1783947504.2048824,200,1,"{""msg"":""login successful"",""status"":""success""}
",,1,7.0,1.0,MEDIUM,7.8,evidence_topic,1,15,263.64755630493164,57.3573112487793,321.0480213165283
01cd1ae9-4cdd-4218-bb0d-370e722827a1,2,full-20260713-205716,baseline_no_waf,28,6,1,sql_injection,http://vuln-web:5000/search,' OR '1'='1,1783947505.207682,1783947505.2577553,1783947505.2577884,1783947505.3041933,1783947505.3042014,200,1,"{""data"":[[""admin"",""administrator secret data""],[""guest"",""public guest data""]],""status"":""success""}
",,1,9.5,2.0,HIGH,8.9,evidence_topic,2,23,50.07338523864746,46.41294479370117,96.51947021484375
a3143a3f-058c-4d88-8367-c86d456a8cf3,2,full-20260713-205716,baseline_no_waf,29,6,1,xss_attack,http://vuln-web:5000/feedback,<script>alert(1)</script>,1783947506.3093195,1783947506.3712847,1783947506.371344,1783947506.4295118,1783947506.4295225,200,1,submitted feedback: <script>alert(1)</script>,,1,4.0,3.0,LOW,5.2,evidence_topic,2,24,61.965227127075195,58.17842483520508,120.20301818847656
1f82acce-2dd8-4a36-ac03-3f94f1391617,2,full-20260713-205716,baseline_no_waf,30,6,1,padding_oracle,http://vuln-web:5000/crypto_check,00112233445566778899aabbccddeeff,1783947507.4467957,1783947507.4953153,1783947507.4953501,1783947507.5345638,1783947507.5345688,500,1,"{""msg"":""Padding Error"",""status"":""fail""}
",,1,8.5,6.0,MEDIUM,6.7,evidence_topic,1,16,48.51961135864258,39.21866416931152,87.77308464050293
042a6c7f-52e9-40b4-8f33-c4ae02a9bc9f,2,full-20260713-205716,baseline_no_waf,31,7,1,brute_force,http://vuln-web:5000/login,123456,1783947512.541511,1783947512.5584333,1783947512.5584729,1783947512.5828068,1783947512.5835724,401,0,"{""msg"":""invalid credentials"",""status"":""fail""}
",,0,7.0,1.0,INFO,0.0,evidence_topic,1,18,16.9222354888916,25.099515914916992,42.06132888793945
ccc6824d-a56c-4505-b7a1-1995c142f045,2,full-20260713-205716,baseline_no_waf,32,7,2,brute_force,http://vuln-web:5000/login,admin123,1783947512.5740492,1783947512.5919478,1783947512.591985,1783947512.610553,1783947512.6105568,200,1,"{""msg"":""login successful"",""status"":""success""}
",,1,7.0,1.0,MEDIUM,7.8,evidence_topic,1,19,17.8985595703125,18.571853637695312,36.507606506347656
d50b23fa-cd14-4789-a6b9-00eeda300845,2,full-20260713-205716,baseline_no_waf,33,7,1,sql_injection,http://vuln-web:5000/search,' OR '1'='1,1783947513.6164343,1783947513.6273835,1783947513.6277816,1783947513.6420672,1783947513.642076,200,1,"{""data"":[[""admin"",""administrator secret data""],[""guest"",""public guest data""]],""status"":""success""}
",,1,9.5,2.0,HIGH,8.9,evidence_topic,1,20,10.949134826660156,14.29438591003418,25.641679763793945
d06bcf4c-b1cc-41f8-afb7-fd4e5008a5f6,2,full-20260713-205716,baseline_no_waf,34,7,1,xss_attack,http://vuln-web:5000/feedback,<script>alert(1)</script>,1783947514.639425,1783947514.673611,1783947514.6736798,1783947514.6956336,1783947514.6956398,200,1,submitted feedback: <script>alert(1)</script>,,1,4.0,3.0,LOW,5.2,evidence_topic,1,21,34.18588638305664,21.960020065307617,56.21480941772461
182f8954-f868-490b-bf4c-42a6d283029e,2,full-20260713-205716,baseline_no_waf,35,7,1,padding_oracle,http://vuln-web:5000/crypto_check,00112233445566778899aabbccddeeff,1783947515.6922603,1783947515.6974158,1783947515.6974423,1783947515.7104738,1783947515.7104778,500,1,"{""msg"":""Padding Error"",""status"":""fail""}
",,1,8.5,6.0,MEDIUM,6.7,evidence_topic,1,22,5.1555633544921875,13.03553581237793,18.21756362915039
121114e4-531b-42ff-baf9-3cb21a252cae,2,full-20260713-205716,baseline_no_waf,36,8,1,brute_force,http://vuln-web:5000/login,123456,1783947520.7112794,1783947520.7193656,1783947520.7194076,1783947520.7306786,1783947520.7306855,401,0,"{""msg"":""invalid credentials"",""status"":""fail""}
",,0,7.0,1.0,INFO,0.0,evidence_topic,0,28,8.086204528808594,11.277914047241211,19.40608024597168
b766edea-39b4-4d22-b881-599f16a4300c,2,full-20260713-205716,baseline_no_waf,37,8,2,brute_force,http://vuln-web:5000/login,admin123,1783947520.7293863,1783947520.7438061,1783947520.743851,1783947520.7547486,1783947520.7547631,200,1,"{""msg"":""login successful"",""status"":""success""}
",,1,7.0,1.0,MEDIUM,7.8,evidence_topic,1,23,14.419794082641602,10.912179946899414,25.37679672241211
4e2e7ef1-9c77-4792-b76b-a70f9cf4e7c2,2,full-20260713-205716,baseline_no_waf,38,8,1,sql_injection,http://vuln-web:5000/search,' OR '1'='1,1783947521.7555852,1783947521.7746503,1783947521.7746956,1783947521.789493,1783947521.7895017,200,1,"{""data"":[[""admin"",""administrator secret data""],[""guest"",""public guest data""]],""status"":""success""}
",,1,9.5,2.0,HIGH,8.9,evidence_topic,1,24,19.065141677856445,14.806032180786133,33.916473388671875
df3d5edd-8afe-44d8-a8f5-ad322e5d2826,2,full-20260713-205716,baseline_no_waf,39,8,1,xss_attack,http://vuln-web:5000/feedback,<script>alert(1)</script>,1783947522.788913,1783947522.8129992,1783947522.813058,1783947522.8679297,1783947522.867938,200,1,submitted feedback: <script>alert(1)</script>,,1,4.0,3.0,LOW,5.2,evidence_topic,2,29,24.08623695373535,54.88014221191406,79.0250301361084
fc224955-14fe-469b-a427-1037141b2797,2,full-20260713-205716,baseline_no_waf,40,8,1,padding_oracle,http://vuln-web:5000/crypto_check,00112233445566778899aabbccddeeff,1783947523.8599322,1783947523.8685243,1783947523.8685524,1783947523.881407,1783947523.8814132,500,1,"{""msg"":""Padding Error"",""status"":""fail""}
",,1,8.5,6.0,MEDIUM,6.7,evidence_topic,0,29,8.59212875366211,12.860774993896484,21.481037139892578
ad8fd462-5d87-4997-83fb-59f5fe1bd44a,2,full-20260713-205716,baseline_no_waf,41,9,1,brute_force,http://vuln-web:5000/login,123456,1783947528.890649,1783947528.9147103,1783947528.9148588,1783947528.945989,1783947528.945996,401,0,"{""msg"":""invalid credentials"",""status"":""fail""}
",,0,7.0,1.0,INFO,0.0,evidence_topic,2,31,24.061203002929688,31.13722801208496,55.34696578979492
53bccdef-1129-4048-a712-b8c7ef07c3e0,2,full-20260713-205716,baseline_no_waf,42,9,2,brute_force,http://vuln-web:5000/login,admin123,1783947528.9425068,1783947528.9670799,1783947528.967121,1783947528.988469,1783947528.988473,200,1,"{""msg"":""login successful"",""status"":""success""}
",,1,7.0,1.0,MEDIUM,7.8,evidence_topic,2,32,24.573087692260742,21.352052688598633,45.966148376464844
48b2a9b6-9644-46e3-a524-9eabbb84d3b3,2,full-20260713-205716,baseline_no_waf,43,9,1,sql_injection,http://vuln-web:5000/search,' OR '1'='1,1783947529.9908907,1783947529.9966,1783947529.9966211,1783947530.0078652,1783947530.0078676,200,1,"{""data"":[[""admin"",""administrator secret data""],[""guest"",""public guest data""]],""status"":""success""}
",,1,9.5,2.0,HIGH,8.9,evidence_topic,1,27,5.709171295166016,11.246442794799805,16.97683334350586
3ccf90f3-92e7-48f8-aff5-c959204b69d7,2,full-20260713-205716,baseline_no_waf,44,9,1,xss_attack,http://vuln-web:5000/feedback,<script>alert(1)</script>,1783947531.0098557,1783947531.023286,1783947531.023586,1783947531.036717,1783947531.0367203,200,1,submitted feedback: <script>alert(1)</script>,,1,4.0,3.0,LOW,5.2,evidence_topic,1,28,13.430356979370117,13.134241104125977,26.86452865600586
7aa91744-b979-4e8a-9069-0c7989c2c6ac,2,full-20260713-205716,baseline_no_waf,45,9,1,padding_oracle,http://vuln-web:5000/crypto_check,00112233445566778899aabbccddeeff,1783947532.044177,1783947532.224324,1783947532.224357,1783947532.3157485,1783947532.3157537,500,1,"{""msg"":""Padding Error"",""status"":""fail""}
",,1,8.5,6.0,MEDIUM,6.7,evidence_topic,0,32,180.1469326019287,91.39680862426758,271.5766429901123
dee8b70f-b446-4414-8339-ff0835bb9f3c,2,full-20260713-205716,baseline_no_waf,46,10,1,brute_force,http://vuln-web:5000/login,123456,1783947537.3187416,1783947537.3425577,1783947537.3426087,1783947537.364688,1783947537.364692,401,0,"{""msg"":""invalid credentials"",""status"":""fail""}
",,0,7.0,1.0,INFO,0.0,evidence_topic,0,34,23.81610870361328,22.083282470703125,45.95041275024414
2f9cfc0d-9773-4e41-bf53-73f8044da5b0,2,full-20260713-205716,baseline_no_waf,47,10,2,brute_force,http://vuln-web:5000/login,admin123,1783947537.373222,1783947537.414827,1783947537.414862,1783947537.483399,1783947537.483407,200,1,"{""msg"":""login successful"",""status"":""success""}
",,1,7.0,1.0,MEDIUM,7.8,evidence_topic,2,36,41.60499572753906,68.54510307312012,110.18490791320801
26e3751e-1358-49b2-b972-18bb3d613e85,2,full-20260713-205716,baseline_no_waf,48,10,1,sql_injection,http://vuln-web:5000/search,' OR '1'='1,1783947538.4704258,1783947538.5287113,1783947538.52875,1783947538.5699692,1783947538.569973,200,1,"{""data"":[[""admin"",""administrator secret data""],[""guest"",""public guest data""]],""status"":""success""}
",,1,9.5,2.0,HIGH,8.9,evidence_topic,2,38,58.28547477722168,41.22304916381836,99.54714775085449
48253371-72d3-40c2-aa68-df6e0085e255,2,full-20260713-205716,baseline_no_waf,49,10,1,xss_attack,http://vuln-web:5000/feedback,<script>alert(1)</script>,1783947539.5926816,1783947539.6354463,1783947539.6354897,1783947539.678009,1783947539.678018,200,1,submitted feedback: <script>alert(1)</script>,,1,4.0,3.0,LOW,5.2,evidence_topic,2,39,42.76466369628906,42.528390884399414,85.33644676208496
3a8067c1-3837-422f-8422-7ba2967dd438,2,full-20260713-205716,baseline_no_waf,50,10,1,padding_oracle,http://vuln-web:5000/crypto_check,00112233445566778899aabbccddeeff,1783947540.6725008,1783947540.7513223,1783947540.7513673,1783947540.8111906,1783947540.8111944,500,1,"{""msg"":""Padding Error"",""status"":""fail""}
",,1,8.5,6.0,MEDIUM,6.7,evidence_topic,1,29,78.82142066955566,59.82708930969238,138.69357109069824
2ff908dd-e672-4642-8bcd-75789c803908,2,full-20260713-205716,baseline_no_waf,51,11,1,brute_force,http://vuln-web:5000/login,123456,1783947545.832659,1783947545.8783963,1783947545.8785434,1783947546.0155277,1783947546.015535,401,0,"{""msg"":""invalid credentials"",""status"":""fail""}
",,0,7.0,1.0,INFO,0.0,evidence_topic,1,31,45.737266540527344,136.9917392730713,182.8761100769043
2ea5c602-b13b-498d-b424-c93adfb6f3c3,2,full-20260713-205716,baseline_no_waf,52,11,2,brute_force,http://vuln-web:5000/login,admin123,1783947545.9048417,1783947545.997197,1783947545.9972599,1783947546.1354818,1783947546.1354854,200,1,"{""msg"":""login successful"",""status"":""success""}
",,1,7.0,1.0,MEDIUM,7.8,evidence_topic,1,32,92.35525131225586,138.22555541992188,230.64374923706055
a63e4152-ce72-42ce-9463-7ad32434c161,2,full-20260713-205716,baseline_no_waf,53,11,1,sql_injection,http://vuln-web:5000/search,' OR '1'='1,1783947547.033173,1783947547.153792,1783947547.1538608,1783947547.3340504,1783947547.3426585,200,1,"{""data"":[[""admin"",""administrator secret data""],[""guest"",""public guest data""]],""status"":""success""}
",,1,9.5,2.0,HIGH,8.9,evidence_topic,1,33,120.61882019042969,188.7977123260498,309.48543548583984
d2d517f2-f965-4574-a288-a8ba55a4213a,2,full-20260713-205716,baseline_no_waf,54,11,1,xss_attack,http://vuln-web:5000/feedback,<script>alert(1)</script>,1783947548.3204875,1783947548.3669968,1783947548.3670602,1783947548.4292357,1783947548.4292395,200,1,submitted feedback: <script>alert(1)</script>,,1,4.0,3.0,LOW,5.2,evidence_topic,0,37,46.5092658996582,62.1793270111084,108.75201225280762
804062ad-71f1-4c44-a35c-2839fb6f3e8d,2,full-20260713-205716,baseline_no_waf,55,11,1,padding_oracle,http://vuln-web:5000/crypto_check,00112233445566778899aabbccddeeff,1783947549.4486096,1783947549.5775468,1783947549.5776105,1783947549.6405876,1783947549.6405993,500,1,"{""msg"":""Padding Error"",""status"":""fail""}
",,1,8.5,6.0,MEDIUM,6.7,evidence_topic,1,34,128.9372444152832,62.9887580871582,191.98966026306152
734f8af8-9186-4766-876d-04a6dd878554,2,full-20260713-205716,baseline_no_waf,56,12,1,brute_force,http://vuln-web:5000/login,123456,1783947554.69089,1783947554.8000376,1783947554.8001475,1783947554.971528,1783947554.9715319,401,0,"{""msg"":""invalid credentials"",""status"":""fail""}
",,0,7.0,1.0,INFO,0.0,evidence_topic,1,36,109.14754867553711,171.38433456420898,280.6417942047119
4718f464-2160-4c8c-a836-75cf29c5ac2c,2,full-20260713-205716,baseline_no_waf,57,12,2,brute_force,http://vuln-web:5000/login,admin123,1783947554.858843,1783947554.971813,1783947554.9718482,1783947555.26525,1783947555.2652574,200,1,"{""msg"":""login successful"",""status"":""success""}
",,1,7.0,1.0,MEDIUM,7.8,evidence_topic,1,37,112.96987533569336,293.4091091156006,406.414270401001
0435cf50-fce9-408a-87d4-81595a8f4c22,2,full-20260713-205716,baseline_no_waf,58,12,1,sql_injection,http://vuln-web:5000/search,' OR '1'='1,1783947556.0678356,1783947556.1800761,1783947556.180141,1783947556.230544,1783947556.2305512,200,1,"{""data"":[[""admin"",""administrator secret data""],[""guest"",""public guest data""]],""status"":""success""}
",,1,9.5,2.0,HIGH,8.9,evidence_topic,1,38,112.24055290222168,50.41027069091797,162.71567344665527
8b484daf-2541-49a0-ad60-818a05113b03,2,full-20260713-205716,baseline_no_waf,59,12,1,xss_attack,http://vuln-web:5000/feedback,<script>alert(1)</script>,1783947557.2266936,1783947557.2538664,1783947557.253909,1783947557.281068,1783947557.2810848,200,1,submitted feedback: <script>alert(1)</script>,,1,4.0,3.0,LOW,5.2,evidence_topic,0,39,27.17280387878418,27.1756649017334,54.39114570617676
1682057e-57a1-4c52-abf3-9573ecb8f7ae,2,full-20260713-205716,baseline_no_waf,60,12,1,padding_oracle,http://vuln-web:5000/crypto_check,00112233445566778899aabbccddeeff,1783947558.2697096,1783947558.3632052,1783947558.364094,1783947558.425351,1783947558.4253669,500,1,"{""msg"":""Padding Error"",""status"":""fail""}
",,1,8.5,6.0,MEDIUM,6.7,evidence_topic,1,39,93.49560737609863,61.27285957336426,155.65729141235352
2651f15e-f555-42ae-8fec-b87a91e60a81,2,full-20260713-205716,baseline_no_waf,61,13,1,brute_force,http://vuln-web:5000/login,123456,1783947563.4457908,1783947563.658992,1783947563.6591487,1783947563.8280673,1783947563.8280747,401,0,"{""msg"":""invalid credentials"",""status"":""fail""}
",,0,7.0,1.0,INFO,0.0,evidence_topic,2,47,213.20128440856934,168.92600059509277,382.28392601013184
2e154207-82ba-4d46-9375-93d0f608f8c2,2,full-20260713-205716,baseline_no_waf,62,13,2,brute_force,http://vuln-web:5000/login,admin123,1783947563.805584,1783947563.9437637,1783947563.9438114,1783947563.9923394,1783947563.9923468,200,1,"{""msg"":""login successful"",""status"":""success""}
",,1,7.0,1.0,MEDIUM,7.8,evidence_topic,1,40,138.17977905273438,48.53534698486328,186.76280975341797
3930fc1a-59c5-41ef-9833-a1470bdec9bd,2,full-20260713-205716,baseline_no_waf,63,13,1,sql_injection,http://vuln-web:5000/search,' OR '1'='1,1783947564.9932368,1783947565.0487313,1783947565.04877,1783947565.1134472,1783947565.1134546,200,1,"{""data"":[[""admin"",""administrator secret data""],[""guest"",""public guest data""]],""status"":""success""}
",,1,9.5,2.0,HIGH,8.9,evidence_topic,0,42,55.49454689025879,64.68462944030762,120.21780014038086
8bf9ffa9-27e4-444a-8774-9f3f638e0b14,2,full-20260713-205716,baseline_no_waf,64,13,1,xss_attack,http://vuln-web:5000/feedback,<script>alert(1)</script>,1783947566.0963206,1783947566.1283648,1783947566.1284263,1783947566.1782203,1783947566.178226,200,1,submitted feedback: <script>alert(1)</script>,,1,4.0,3.0,LOW,5.2,evidence_topic,0,43,32.044172286987305,49.79968070983887,81.90536499023438
